"input","label","raw_url","model_url","canonical_url","primary_category","tld_risk","flags_count","severity_score","flags_bitmask","h_flags_count","h_severity_score","h_flags_bitmask","h_entropy_url","h_entropy_path","h_entropy_query","h_digit_ratio","h_path_depth","h_url_length","h_query_param_count","h_is_ip_host","h_has_https","h_has_fragment","h_tld_risk_normal","h_tld_risk_high","h_tld_risk_critical","h_primary_category","h_domain_length","h_subdomain_count","h_has_punycode","h_punycode_char_count","h_has_unicode","h_unicode_char_ratio","h_mixed_script","h_has_tracking_params","h_tracking_param_count","h_has_double_extension","h_path_token_count","h_has_redirect_param","h_redirect_count","h_has_at_sign","hF_NONE","hF_TYPO","hF_SHOR","hF_PUNY","hF_UNIC","hF_HEXE","hF_IPOR","hF_OBFU","hF_DATA","hF_JAVA","hF_FILE","hF_FTP","hF_BLOB","hF_FRAG","hF_OPEN","hF_LONG","hF_FAKE","hF_CHRO","hF_SUSP","hF_PROX","hF_MOBI","hF_EXCE","hF_REPE","hF_BRAN","hF_DYNA","hF_GEOS","hF_LANG","hF_OBFU2","hF_SESS","hF_SUSP2","hF_SUSP3","hF_MALI","hF_WEBA","hF_STRU","hF_VERY","hF_NONA","hF_CLOU","hF_CRED","hF_MULT","hF_URLP","hF_HOMO","hF_INFI","hF_CAPT","hF_COMP","hF_QUIS","hF_CRYP","hF_DYNA2","hF_EMBE","hF_SUBD","hF_PUBL","hF_LOOK","hF_DISP","hF_URGE","hF_IPFS","hF_TELE","hF_NEST","hF_DOMA","hF_PHIS","hF_PUBD","hF_PROT"
"http://ci.mooresville.nc.us/faq.aspx","0","ci.mooresville.nc.us/FAQ.aspx","http://ci.mooresville.nc.us/faq.aspx","http://ci.mooresville.nc.us/faq.aspx","None","NORMAL","0","0.0","0","0","0.0","0","4.0044","2.9477","0.0","0.0","1","36","0","0","0","0","1","0","0","None","20","2","0","0","0","0.0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://secure-admin-help-desk-center.sitey.me/","1","http://secure-admin-help-desk-center.sitey.me/","http://secure-admin-help-desk-center.sitey.me/","http://secure-admin-help-desk-center.sitey.me/","Suspicious_TLD_URL","CONTEXTUAL","2","5.0","1074003968","2","5.0","1074003968","4.056","-0.0","0.0","0.0","0","46","0","0","0","0","0","0","0","Suspicious_TLD_URL","38","1","0","0","0","0.0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://sheheroes.org/","0","sheheroes.org","http://sheheroes.org/","http://sheheroes.org/","None","NORMAL","0","0.0","0","0","0.0","0","2.7193","-0.0","0.0","0.0","0","21","0","0","0","0","1","0","0","None","13","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://insideoutmusic.com/index.aspx","0","insideoutmusic.com/index.aspx","http://insideoutmusic.com/index.aspx","http://insideoutmusic.com/index.aspx","None","NORMAL","0","0.0","0","0","0.0","0","3.7975","3.2776","0.0","0.0","1","36","0","0","0","0","1","0","0","None","18","0","0","0","0","0.0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://roosterteeth.com/","0","roosterteeth.com","http://roosterteeth.com/","http://roosterteeth.com/","None","NORMAL","0","0.0","0","0","0.0","0","2.9835","-0.0","0.0","0.0","0","24","0","0","0","0","1","0","0","None","16","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://hairblog.fr/wp-content/themes/fashionpress/fashionpress/images/png/ali/login.php?amp%3bid=%3chex_blob%3e253802241da44eb4432a&amp%3bsession=%3chex_blob%3e253802241da44eb4432a&cmd=login_submit","1","http://hairblog.fr/wp-content/themes/fashionpress/fashionpress/images/png/ali/login.php?cmd=login_submit&amp;id=253802241da44eb4432ad43ad3ffa857253802241da44eb4432ad43ad3ffa857&amp;session=253802241da44eb4432ad43ad3ffa857253802241da44eb4432ad43ad3ffa857","http://hairblog.fr/wp-content/themes/fashionpress/fashionpress/images/png/ali/login.php?cmd=login_submit&amp%3bid=253802241da44eb4432ad43ad3ffa857253802241da44eb4432ad43ad3ffa857&amp%3bsession=253802241da44eb4432ad43ad3ffa857253802241da44eb4432ad43ad3ffa857","http://hairblog.fr/wp-content/themes/fashionpress/fashionpress/images/png/ali/login.php?amp%3bid=%3chex_blob%3e253802241da44eb4432a&amp%3bsession=%3chex_blob%3e253802241da44eb4432a&cmd=login_submit","IsMaliciousPattern","CONTEXTUAL","9","29.0","8812870533120","9","29.0","8812870533120","4.7121","3.9687","3.4256","0.332","8","197","3","0","0","0","0","0","0","IsMaliciousPattern","11","0","0","0","0","0.0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://onefd.edu.dz.forexwinz.com/facebook/ar/","1","http://onefd.edu.dz.forexwinz.com/facebook/AR/","http://onefd.edu.dz.forexwinz.com/facebook/ar/","http://onefd.edu.dz.forexwinz.com/facebook/ar/","IsBrandImpersonation","NORMAL","2","6.0","75497472","2","6.0","75497472","4.2034","3.027","0.0","0.0","2","46","0","0","0","0","1","0","0","IsBrandImpersonation","26","3","0","0","0","0.0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://apple-identifiant.com/","1","http://apple-identifiant.com/","http://apple-identifiant.com/","http://apple-identifiant.com/","IsBrandImpersonation","NORMAL","1","5.0","8388608","1","5.0","8388608","3.8833","-0.0","0.0","0.0","0","29","0","0","0","0","1","0","0","IsBrandImpersonation","21","0","0","0","0","0.0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://backbase.com/legal/","0","backbase.com/legal/","http://backbase.com/legal/","http://backbase.com/legal/","None","NORMAL","0","0.0","0","0","0.0","0","3.4714","2.2359","0.0","0.0","1","26","0","0","0","0","1","0","0","None","12","0","0","0","0","0.0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://embroidme.com/news/%3cbase64_blob%3eembroidme-is-becomin/","0","embroidme.com/news/embroidme-is-becoming-fully-promoted/","http://embroidme.com/news/embroidme-is-becoming-fully-promoted/","http://embroidme.com/news/%3cbase64_blob%3eembroidme-is-becomin/","None","NORMAL","0","0.0","0","0","0.0","0","4.0603","4.0979","0.0","0.0","2","64","0","0","0","0","1","0","0","None","13","0","0","0","0","0.0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://intermountainhealthcare.org/health-information/germwatch/","0","intermountainhealthcare.org/health-information/germwatch/","http://intermountainhealthcare.org/health-information/germwatch/","http://intermountainhealthcare.org/health-information/germwatch/","None","NORMAL","0","0.0","0","0","0.0","0","3.9212","3.8729","0.0","0.0","2","64","0","0","0","0","1","0","0","None","27","0","0","0","0","0.0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://tracyyoung.com/","0","tracyyoung.com","http://tracyyoung.com/","http://tracyyoung.com/","None","NORMAL","0","0.0","0","0","0.0","0","3.3788","-0.0","0.0","0.0","0","22","0","0","0","0","1","0","0","None","14","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://danville.ca.gov/list.aspx","0","danville.ca.gov/list.aspx","http://danville.ca.gov/list.aspx","http://danville.ca.gov/list.aspx","None","NORMAL","0","0.0","0","0","0.0","0","3.8333","3.1219","0.0","0.0","1","32","0","0","0","0","1","0","0","None","15","1","0","0","0","0.0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://leeoskar.com/","0","leeoskar.com","http://leeoskar.com/","http://leeoskar.com/","None","NORMAL","0","0.0","0","0","0.0","0","3.2516","-0.0","0.0","0.0","0","20","0","0","0","0","1","0","0","None","12","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://crazy88mma.com/locations/maryland/elkridge/","0","crazy88mma.com/locations/maryland/elkridge/","http://crazy88mma.com/locations/maryland/elkridge/","http://crazy88mma.com/locations/maryland/elkridge/","None","NORMAL","0","0.0","0","0","0.0","0","4.0628","3.8404","0.0","0.0465","3","50","0","0","0","0","1","0","0","None","14","0","0","0","0","0.0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://gospaconsulting.com/attachments/www3.internetbanking.caixa.gov.br/siibc/index.processa/cadastro.php","1","http://gospaconsulting.com/attachments/www3.internetbanking.caixa.gov.br/siibc/index.processa/cadastro.php","http://gospaconsulting.com/attachments/www3.internetbanking.caixa.gov.br/siibc/index.processa/cadastro.php","http://gospaconsulting.com/attachments/www3.internetbanking.caixa.gov.br/siibc/index.processa/cadastro.php","IsSuspiciousFileType","NORMAL","2","7.0","1610612736","2","7.0","1610612736","4.3288","4.2282","0.0","0.0094","5","106","0","0","0","0","1","0","0","IsSuspiciousFileType","19","0","0","0","0","0.0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://lejapon.fr/","0","lejapon.fr","http://lejapon.fr/","http://lejapon.fr/","None","CONTEXTUAL","0","0.0","0","0","0.0","0","3.3219","-0.0","0.0","0.0","0","18","0","0","0","0","0","0","0","None","10","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://itau2x1.com/","1","http://itau2x1.com/","http://itau2x1.com/","http://itau2x1.com/","None","NORMAL","0","0.0","0","0","0.0","0","3.7474","-0.0","0.0","0.1053","0","19","0","0","0","0","1","0","0","None","11","0","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://yourprimer.com/faq.html","0","yourprimer.com/faq.html","http://yourprimer.com/faq.html","http://yourprimer.com/faq.html","None","NORMAL","0","0.0","0","0","0.0","0","3.9362","3.1699","0.0","0.0","1","30","0","0","0","0","1","0","0","None","14","0","0","0","0","0.0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://diariodocomercio.com.br/","0","diariodocomercio.com.br","http://diariodocomercio.com.br/","http://diariodocomercio.com.br/","None","NORMAL","0","0.0","0","0","0.0","0","3.1377","-0.0","0.0","0.0","0","31","0","0","0","0","1","0","0","None","23","1","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://tokenaccesgenereateuseralfatangoastomanjielaquest9201524378.telikmaiber.com/bank/cibc","1","http://tokenaccesgenereateuseralfatangoastomanjielaquest9201524378.telikmaiber.com/bank/cibc","http://tokenaccesgenereateuseralfatangoastomanjielaquest9201524378.telikmaiber.com/bank/cibc","http://tokenaccesgenereateuseralfatangoastomanjielaquest9201524378.telikmaiber.com/bank/cibc","IsSuspiciousKeyword","NORMAL","1","2.0","1073741824","1","2.0","1073741824","4.5424","2.7219","0.0","0.1087","2","92","0","0","0","0","1","0","0","IsSuspiciousKeyword","75","1","0","0","0","0.0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://lym-ultra.com/signin.accountverifications","1","http://lym-ultra.com/signin.accountverifications","http://lym-ultra.com/signin.accountverifications","http://lym-ultra.com/signin.accountverifications","IsWebAppPath","NORMAL","2","5.0","5368709120","2","5.0","5368709120","4.2207","3.6515","0.0","0.0","1","48","0","0","0","0","1","0","0","IsWebAppPath","13","0","0","0","0","0.0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://maishaera.agnesscott.org/dropbox/%3cbase64_blob%3ebusiness-upload-secu/login/","1","http://maishaera.agnesscott.org/dropbox/business-upload-secure-document/login/","http://maishaera.agnesscott.org/dropbox/business-upload-secure-document/login/","http://maishaera.agnesscott.org/dropbox/%3cbase64_blob%3ebusiness-upload-secu/login/","Credential_Harvesting_Form_URL","NORMAL","4","15.0","142816051200","4","15.0","142816051200","4.2845","4.0679","0.0","0.0","3","84","0","0","0","0","1","0","0","Credential_Harvesting_Form_URL","24","1","0","0","0","0.0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://sora-to-kasai.forums-actifs.com/","0","sora-to-kasai.forums-actifs.com","http://sora-to-kasai.forums-actifs.com/","http://sora-to-kasai.forums-actifs.com/","None","NORMAL","0","0.0","0","0","0.0","0","3.575","-0.0","0.0","0.0","0","39","0","0","0","0","1","0","0","None","31","1","0","0","0","0.0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"https://vcoemer.com/login.php?fid.125289964252813inboxlight99642_product-userid=&fid.13inboxlight.aspxn.1774256418=&l=%3cbase64_blob%3e_jehfuq_vjoxk0qwhtog&userid=","1","https://vcoemer.com/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&fid.13InboxLight.aspxn.1774256418&fid.125289964252813InboxLight99642_Product-userid&userid=","https://vcoemer.com/login.php?l=_jehfuq_vjoxk0qwhtogydw1774256418&fid.13inboxlight.aspxn.1774256418&fid.125289964252813inboxlight99642_product-userid&userid=","https://vcoemer.com/login.php?fid.125289964252813inboxlight99642_product-userid=&fid.13inboxlight.aspxn.1774256418=&l=%3cbase64_blob%3e_jehfuq_vjoxk0qwhtog&userid=","IsSuspiciousFileType","NORMAL","5","15.0","14495547392","5","15.0","14495547392","5.2031","3.1219","1.1247","0.2739","1","163","4","0","1","0","1","0","0","IsSuspiciousFileType","11","0","0","0","0","0.0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://cloud.mail.ru/","0","cloud.mail.ru","http://cloud.mail.ru/","http://cloud.mail.ru/","None","HIGH","0","0.0","0","0","0.0","0","3.2389","-0.0","0.0","0.0","0","21","0","0","0","0","0","1","0","None","13","1","0","0","0","0.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"http://win-rar.com/","0","win-rar.com","http://win-rar.com/","http://win-rar.com/","None","NORMAL","0","0.0","0","0","0.0","0","3.2776","-0.0","0.0","0.0","0","19","0","0","0","0","1","0","0","None","11","0","0","0","0","0.0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
