"input","label","detection_score","detection_explain","TypoSquatting_URL","Shortened_URL","Punycode_URL","Unicode_URL","Hex_Encoded_URL","IP_Address_Unusual_Port_URL","Decimal_Hex_IP_URL","Data_URL","JavaScript_URL","File_URL","FTP_SFTP_URL","Blob_URL","Anchor_Fragment_Based_URL","Redirect_URL_Open_Redirect","Suspiciously_Long_Complex_URL","Fake_Subdomain_URL","Chrome_Internal_URL","Suspicious_TLD_URL","Tunneling_URLs_Proxy_Abuse","Mobile_AMP_URLs","HasExcessiveParams","HasRepeatedSubdomain","IsBrandImpersonation","IsDynamicQuery","IsGeoLocationSpecific","IsLanguageSpecific","IsObfuscatedURL","IsSessionBased","IsSuspiciousFileType","IsSuspiciousKeyword","IsMaliciousPattern","IsWebAppPath","Structural_Malformation_URL","Very_Short_URL","Non_Alpha_Start_URL","Cloud_Hosting_Abuse_URL","Credential_Harvesting_Form_URL","Multi_Redirect_Chain_URL","URL_Protection_Service_Abuse","Homoglyph_Domain_URL","DNS_Wildcard_Infinite_Subdomain","CAPTCHA_Shield_URL","Compromised_CMS_URL","QR_Code_Phishing_URL","Cryptocurrency_Scam_URL","Dynamic_DNS_URL","Embedded_Email_Target_URL","Subdomain_Depth_Abuse_URL","Digital_Publishing_Platform_Abuse","Lookalike_TLD_Swap_URL","Disposable_Email_Abuse_URL","Social_Engineering_Urgency_URL","IPFS_Decentralized_Hosting_URL","Telegram_Bot_URL","Non_English_Characters_URL","Nested_Encoding_Bypass_URL","Deep_Domain_Stacking_URL","Phishing_Bypass_Path_URL","Public_Document_Abuse_URL","Protocol_Keyword_Subdomain_URL"
"insideoutmusic.com/index.aspx","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"roosterteeth.com","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"backbase.com/legal/","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"embroidme.com/news/embroidme-is-becoming-fully-promoted/","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"intermountainhealthcare.org/health-information/germwatch/","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"tracyyoung.com","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"danville.ca.gov/list.aspx","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"leeoskar.com","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"crazy88mma.com/locations/maryland/elkridge/","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"lejapon.fr","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"http://itau2x1.com/","1","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"yourprimer.com/faq.html","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"diariodocomercio.com.br","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"sora-to-kasai.forums-actifs.com","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"cloud.mail.ru","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"win-rar.com","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"justicedemocrats.com","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"medschool.umaryland.edu/epidemiology/mph/","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"webberenergygroup.com/ http://www.webberenergygroup.com/publication_topic/the-energy-water-nexus/","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"https://crm.antos.it/tmp/gs/","1","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"whatsapp.com","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"https://photogeneralist.com/her/OWA/","1","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"shropshire.gov.uk/leisure-services/find-a-leisure-centre/","0","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
"http://rivercrossestatehomestay.com/adobe1/adobe/Adobe.htm","1","0","","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False"
